cws_ID,cws_name,type,dist_system_class,max_treatment_class,principal_county_served,primary_water_source_type,project_water,lat,long,within_legalDelta,latitude,longitude,in_legal_delta,final_lat,final_long
CA5700821,JEHOVAH'S WITNESSES - DAVIS,NC,NR,T1,YOLO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA5700827,PIONEER HI-BRED INTERNATIONAL,NTNC,D1,T1,YOLO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA5710001,CITY OF DAVIS,C,D4,T2,YOLO,SWP,CVP,38.55414414,-121.7332599,NA,38.55661041,-121.7354324,FALSE,38.55661041,-121.7354324
CA5710003,CITY OF WEST SACRAMENTO,C,D4,T5,YOLO,SW,CVP,38.55558581,-121.5494918,NA,38.5783207,-121.54408,TRUE,38.5783207,-121.54408
CA5710004,KNIGHTS LANDING SVC. DIST.,C,D2,TD,YOLO,GW,Neither,NA,NA,NA,38.79743813,-121.7217709,FALSE,38.79743813,-121.7217709
CA5710005,CITY OF WINTERS,C,D2,TD,YOLO,GW,Neither,NA,NA,NA,38.52739787,-121.9770813,FALSE,38.52739787,-121.9770813
CA5710006,CITY OF WOODLAND,C,D4,T1,YOLO,SWP,CVP,38.67102542,-121.7479673,NA,38.67642863,-121.7649453,FALSE,38.67642863,-121.7649453
CA5710007,ESPARTO C.S.D.,C,D2,T1,YOLO,GW,Neither,NA,NA,NA,38.6943997,-122.0204286,FALSE,38.6943997,-122.0204286
CA5710009,UC - DAVIS,C,D3,TD,YOLO,SWP,CVP,38.53405186,-121.7764055,NA,38.53404962,-121.7764189,FALSE,38.53404962,-121.7764189
CA5710011,WILD WINGS GOLF COMMUNITY,C,D2,T1,YOLO,GW,Neither,NA,NA,NA,38.67736302,-121.8780762,FALSE,38.67736302,-121.8780762
CA5710012,WOODLAND-DAVIS CLEAN WATER AGENCY,C,NR,T5,YOLO,SW,CVP,38.66760354,-121.7186191,NA,NA,NA,NA,38.66760354,-121.7186191
CA5710013,IHS NOR CAL YOUTH TRMNT CTR(SACRED OAKS),NTNC,D1,T1,YOLO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA5790001,UC - DAVIS,NP,D1,There are no treatment plants,YOLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5790002,WILD WINGS WASTEWATER RECYCLING FACILITY,NP,D1,There are no treatment plants,YOLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5790003,CACHE CREEK RESORT,NP,D1,There are no treatment plants,YOLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5790004,"DAVIS WWTP, CITY OF - RECYCLED",NP,NA,There are no treatment plants,YOLO,SW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA5790006,CITY OF WOODLAND WASTEWATER TREATMENT,NP,NA,There are no treatment plants,YOLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4800531,VACA VILLA APARTMENTS,C,D1,TD,SOLANO,GW,Neither,NA,NA,NA,38.34304372,-122.0021992,FALSE,38.34304372,-122.0021992
CA4800561,SNUG HARBOR RV LP,C,D1,T1,SOLANO,GW,Neither,NA,NA,NA,38.1982983,-121.6146025,TRUE,38.1982983,-121.6146025
CA4800564,HIDDEN ACRES TRAILER VILLA,C,D1,TD,SOLANO,GW,Neither,NA,NA,NA,38.36748776,-122.0107527,FALSE,38.36748776,-122.0107527
CA4800589,CRESTA MESA PARQUE,C,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,38.25272473,-122.1460388,FALSE,38.25272473,-122.1460388
CA4800595,"MARIANI PACKING COMPANY, INC.",NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800596,ROCKWELL COLLINS INC. (FKA UPCO-UTAS),NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800612,HASTINGS ISLAND HUNTING PRESERVE,NC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800615,SUPERIOR PACKING CO,NTNC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800651,LAKE SOLANO PARK,NC,NR,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800695,MOOSE LODGE 1967,NC,NR,T2,SOLANO,SW,Neither,38.3768855,-121.9973002,NA,NA,NA,NA,38.3768855,-121.9973002
CA4800727,CAMPBELL SOUP DIXON,NTNC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800732,DIXON 76,NC,NR,T2,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800753,VINEYARD RV PARK,C,D1,T1,SOLANO,GW,Neither,NA,NA,NA,38.41873684,-121.9355554,FALSE,38.41873684,-121.9355554
CA4800755,MIDWAY RV PARK,NC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800767,STOCKING RANCH DEEPWELL,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800773,PUNJABI DHABA,NC,NR,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800781,HUNTER HILL SAFETY ROADSIDE REST AREA,NC,NR,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800784,WOODEN VALLEY WINERY,NC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800786,MIDWAY FOODS,NC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800797,BIRDS LANDING HUNTING PRESERVE,NC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800801,NEIL'S SERVICE CENTER,NTNC,D1,T1,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800804,DIXON MIGRANT CENTER,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800807,SELF-SERVE PETROLEUM,NC,NR,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800809,VALLEY EVANGELICAL FREE CHURCH,NC,NR,T2,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800812,WEST WIND WINERY,NC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800818,PEDRICK PRODUCE,NC,NR,T2,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800820,EB STONE,NTNC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4800826,VACA-DIXON SUBSTATION,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810001,CITY OF BENICIA,C,D3,T4,SOLANO,SW,SWP,38.07240308,-122.152537,NA,38.07239728,-122.1525362,FALSE,38.07239728,-122.1525362
CA4810002,CALIFORNIA WATER SERVICE CO. - DIXON,C,D2,T2,SOLANO,GW,Neither,NA,NA,NA,38.44636616,-121.8261054,FALSE,38.44636616,-121.8261054
CA4810003,CITY OF FAIRFIELD,C,D4,T5,SOLANO,SW,SWP,38.25691747,-122.0543405,NA,38.25698352,-122.063163,FALSE,38.25698352,-122.063163
CA4810004,CITY OF RIO VISTA,C,D3,T2,SOLANO,GW,Neither,NA,NA,NA,38.17716103,-121.7031716,TRUE,38.17716103,-121.7031716
CA4810005,SUISUN-SOLANO WATER AUTHORITY,C,D4,T4,SOLANO,SW,Neither,NA,NA,NA,38.24899569,-122.0059753,FALSE,38.24899569,-122.0059753
CA4810007,CITY OF VALLEJO,C,D5,T5,SOLANO,SW,SWP,38.11411518,-122.2350559,NA,38.11411859,-122.2350799,FALSE,38.11411859,-122.2350799
CA4810008,CITY OF VACAVILLE,C,D5,T4,SOLANO,SW,SWP,38.35970578,-121.9679379,NA,38.36052841,-121.9699626,FALSE,38.36052841,-121.9699626
CA4810009,CITY OF DIXON,C,D3,T1,SOLANO,GW,Neither,NA,NA,NA,38.45556996,-121.8274708,FALSE,38.45556996,-121.8274708
CA4810010,SID - GIBSON CANYON,C,D1,T3,SOLANO,SW,Neither,38.3823663,-122.0041316,NA,38.39043324,-122.0058794,FALSE,38.39043324,-122.0058794
CA4810011,SID - ELMIRA,C,D1,TD,SOLANO,GW,Neither,NA,NA,NA,38.34823756,-121.9082023,FALSE,38.34823756,-121.9082023
CA4810012,SID - QUAIL CANYON,C,D1,TD,SOLANO,GW,Neither,NA,NA,NA,38.48090021,-122.0498194,FALSE,38.48090021,-122.0498194
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,C,D1,T2,SOLANO,GW,Neither,NA,NA,NA,38.42273358,-122.0074788,FALSE,38.42273358,-122.0074788
CA4810015,TRAVIS AFB WTP - VALLEJO,C,NR,T3,SOLANO,SW,Neither,38.1378317,-122.2423477,NA,NA,NA,NA,38.1378317,-122.2423477
CA4810017,WESTERN RAILWAY MUSEUM,NC,NR,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810018,VACAVILLE SEVENTH DAY ADVENTIST CHURCH,NTNC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810019,NORTHBAY LOGISTICS CENTER FKA SAVEMART,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810020,HINES NURSERIES WINTERS NORTH,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810021,CITY OF VALLEJO-LAKES SYSTEM,C,D2,T3,SOLANO,SW,SWP,38.1151181,-122.2340023,NA,38.13015754,-122.2493255,FALSE,38.13015754,-122.2493255
CA4810023,NEIL'S SERVICE CENTER II,NC,NR,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810024,SID - BLUE RIDGE OAKS,C,D1,There are no treatment plants,SOLANO,SWP,SWP,38.31496141,-122.0386348,NA,38.31496034,-122.0386346,FALSE,38.31496034,-122.0386346
CA4810025,SID - PLEASANT HILLS RANCH,C,D1,T2,SOLANO,SW,Neither,NA,NA,NA,38.40288183,-122.0471111,FALSE,38.40288183,-122.0471111
CA4810026,SID - PEABODY,C,D1,There are no treatment plants,SOLANO,SWP,SWP,38.29751074,-121.9780417,NA,38.2975104,-121.978042,FALSE,38.2975104,-121.978042
CA4810030,HARRIS MORAN SEED COMPANY,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810033,HINES NURSERY WINTERS SOUTH,NTNC,D1,T2,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810034,GILL SIDHU CHEVRON,NC,NR,T1,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810035,RUSH RANCH OPEN SPACE,NC,NR,T1,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810036,CONNECTION POINT CHURCH,NC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810038,CAYMUS CORDELIA WINERY,NTNC,D1,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810040,EASTERLY WWTP - VACAVILLE,NTNC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810042,BLUE VICTORIAN WINERY,NC,NR,TD,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810043,GOTHAM GREENS,NTNC,D1,T2,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810045,MIDWAY STARS 76 GAS STATION & FOOD MART,NC,D1,There are no treatment plants,SOLANO,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA4810701,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,C,D2,T1,SOLANO,SWP,SWP,38.26729898,-121.9420936,NA,38.26281765,-121.9444945,FALSE,38.26281765,-121.9444945
CA4810800,CALIFORNIA STATE PRISON - SOLANO,C,D2,T3,SOLANO,SW,SWP,38.32108935,-121.9752046,NA,38.32108921,-121.9752046,FALSE,38.32108921,-121.9752046
CA4810801,DELTA CONSERVATION CAMP,C,D1,TD,SOLANO,GW,Neither,NA,NA,NA,38.21749364,-121.8473868,FALSE,38.21749364,-121.8473868
CA4890001,FAIRFIELD-SUISUN SEWER DISTRICT,NP,NA,There are no treatment plants,SOLANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4890003,CITY OF BENICIA,NP,NA,There are no treatment plants,SOLANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4890004,CITY OF RIO VISTA - RECLAIMATION,NP,NA,There are no treatment plants,SOLANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4890005,CITY OF VACAVILLE - RECLAIMATION,NP,NA,There are no treatment plants,SOLANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3810008,THOMAS SHAFT WHOLESALE,C,D1,T2,SAN JOAQUIN,SWP,SWP,n/a,n/a,NA,NA,NA,NA,n/a,n/a
CA3900504,CLEMENTS WATER WORKS #43,C,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.19063288,-121.0895209,FALSE,38.19063288,-121.0895209
CA3900505,FARMINGTON WATER COMPANY,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.93118829,-120.9999432,FALSE,37.93118829,-120.9999432
CA3900511,SJC MICKE GROVE PARK,NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900512,MORADA ACRES WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.03306442,-121.2480426,FALSE,38.03306442,-121.2480426
CA3900517,ALMOND PARK WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.03475545,-121.2430433,FALSE,38.03475545,-121.2430433
CA3900523,MORADA MANOR WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.0384184,-121.2526668,FALSE,38.0384184,-121.2526668
CA3900543,MAURLAND MANOR WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GWP,Neither,NA,NA,NA,37.70930532,-121.4135041,TRUE,37.70930532,-121.4135041
CA3900558,RANCHO SAN JOAQUIN WATER SYS,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.04179095,-121.3438378,TRUE,38.04179095,-121.3438378
CA3900559,WINE COUNTRY APARTMENTS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.16158562,-121.2594287,FALSE,38.16158562,-121.2594287
CA3900561,LODI LAKE MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.15096769,-121.3009029,FALSE,38.15096769,-121.3009029
CA3900563,GAYLA MANOR PWS,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.02592753,-121.2496783,FALSE,38.02592753,-121.2496783
CA3900568,CARIBOU MOBILE PARK PWS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.99470372,-121.2466421,FALSE,37.99470372,-121.2466421
CA3900569,EL RIO MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.91899447,-121.2272909,FALSE,37.91899447,-121.2272909
CA3900578,ST FRANCIS MOTEL,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900579,CENTURY MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.89876242,-121.2197177,FALSE,37.89876242,-121.2197177
CA3900581,HARNEY LANE MIGRANT CENTER WS,NTNC,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900583,TIKI LAGOON RESORT & MARINA,NC,NR,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900585,RODEWAY INN,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900586,B&G MOBILE HOME PARK LLC WS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.20529487,-121.2622515,FALSE,38.20529487,-121.2622515
CA3900592,TOWN & COUNTRY INN,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900596,VILLA CEREZOS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.09011018,-121.257728,FALSE,38.09011018,-121.257728
CA3900598,MARIONS RANCH HOUSE MOTEL,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.05620449,-121.2566477,FALSE,38.05620449,-121.2566477
CA3900606,A1 WINSTONS MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.92652996,-121.2302111,FALSE,37.92652996,-121.2302111
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.99563893,-121.2479278,FALSE,37.99563893,-121.2479278
CA3900616,WINDMILL COVE RESORT/MARINA LLC,NC,NR,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900624,IL VINETO,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.07771745,-121.2855246,FALSE,38.07771745,-121.2855246
CA3900637,BIG WHEEL MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.97261687,-121.2426556,FALSE,37.97261687,-121.2426556
CA3900648,TURTLE BEACH & WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900649,GLENWOOD MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.9904996,-121.1885691,FALSE,37.9904996,-121.1885691
CA3900653,ISLANDER MARINA,C,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.77060813,-121.2901803,TRUE,37.77060813,-121.2901803
CA3900661,MAPACHE TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.9151303,-121.2238156,FALSE,37.9151303,-121.2238156
CA3900664,NEW HOPE LANDING GENERAL STORE,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.22758482,-121.4910421,TRUE,38.22758482,-121.4910421
CA3900666,KING ISLAND RESORT PWS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.15853557,-121.1497332,FALSE,38.15853557,-121.1497332
CA3900701,CURRIER ESTATES WATER CORP,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.74910985,-121.5094525,TRUE,37.74910985,-121.5094525
CA3900702,CORRAL HOLLOW PWS,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.71843256,-121.4559899,TRUE,37.71843256,-121.4559899
CA3900705,FINNLEES TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.04801434,-121.2601364,FALSE,38.04801434,-121.2601364
CA3900709,EL RANCHO MOTEL,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,SWP,Neither,n/a,n/a,NA,38.10286232,-121.3050523,FALSE,38.10286232,-121.3050523
CA3900719,MOKELUMNE MOBILE SENIOR PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.1561449,-121.2960513,FALSE,38.1561449,-121.2960513
CA3900720,SHADED TERRACE PWS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.02613076,-121.2462118,FALSE,38.02613076,-121.2462118
CA3900722,MORADA ESTATES PWS,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.04034336,-121.2554533,FALSE,38.04034336,-121.2554533
CA3900724,ELKHORN ESTATES WATER SYSTEM,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.052697,-121.328499,FALSE,38.052697,-121.328499
CA3900732,V & P TRAILER COURT WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.92780489,-121.2329749,FALSE,37.92780489,-121.2329749
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.15904823,-121.2977273,FALSE,38.15904823,-121.2977273
CA3900742,J M EAGLE (WS),NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900748,ESCALON USD- COLLEGEVILLE SCH,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900751,MARTINEZ APARTMENTS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900752,STEVENS MOTEL WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900755,SHADY REST TRAILER COURT,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.9946086,-121.1715764,FALSE,37.9946086,-121.1715764
CA3900756,LINDEN USD-GLENWOOD SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900759,TURNER CUT RESORT,NC,NR,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900762,RIVERSIDE MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.22690587,-121.4896714,TRUE,38.22690587,-121.4896714
CA3900768,PARADISE POINT MARINA,NC,NR,T3,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900779,BETHANY TEMPLE WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900796,BTQC-ESCALON,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900797,ESCALON PREMIER BRANDS,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GWP,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900798,FRANZIA WINERY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900799,OLDE TOWNE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900805,MOREHEAD PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.73716604,-121.4001132,TRUE,37.73716604,-121.4001132
CA3900813,HAVEN ACRES RIVER CLUB INC,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.8498412,-121.3213893,TRUE,37.8498412,-121.3213893
CA3900814,TWO RIVERS RV PARK,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900815,DELICATO VINEYARDS,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900825,OWENS-BROCKWAY GLASS CONTAINER INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900831,ARBOR MOBILE HOME PARK WS,C,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.16225531,-121.2588721,FALSE,38.16225531,-121.2588721
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.06707973,-121.2589305,FALSE,38.06707973,-121.2589305
CA3900837,LODI HOMES,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.15778633,-121.260665,FALSE,38.15778633,-121.260665
CA3900840,SMK CHEVRON,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900842,DOUBLE L MOBILE ESTATES,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.15208405,-121.1548555,FALSE,38.15208405,-121.1548555
CA3900844,COUNTRY MANOR MHP,C,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.13878613,-121.1795856,FALSE,38.13878613,-121.1795856
CA3900846,OAK VIEW UNION ELEMENTARY SCH,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900848,LODI USD-TURNER ACADEMY AT TOKAY COLONY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900849,LODI USD-LIVE OAK SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900850,LODI USD-HOUSTON SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900903,FRANKS ONE/STOP FOOD MART WATER SYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900907,BEL AIR MOBILE ESTATE,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.00937526,-121.2344804,FALSE,38.00937526,-121.2344804
CA3900921,CARDOZA VILLA CORP,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.7128316,-121.265976,TRUE,37.7128316,-121.265976
CA3900927,SPRING CREEK ESTATES PWS,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.74599929,-121.1082359,FALSE,37.74599929,-121.1082359
